OD,Dia.,Lg. Max,Min.,Max.,"Rate, lbs./mm",Rate N/mm,Material,Pkg. Qty.,Part Number,Pkg.,Lg.
16.51,1.6002,94.996,2.1,16.5,0.28503937,1.267918287,Music-Wire Steel,1,9044K417,4.86,44.45
16.51,1.7526,66.548,1.9,19.8,0.81496063,3.62512549,Music-Wire Steel,3,5108N616,15.78,44.45
3.9624,0.508,74.803,0.4,1.67,0.046850394,0.208400934,Music-Wire Steel,12,9654K811,13.53,47.63
4.7752,0.4064,128.905,0.11,0.75,0.007874016,0.035025367,Music-Wire Steel,12,9654K816,14.14,47.63
4.7752,0.635,69.723,0.68,2.62,0.088188976,0.392284111,Music-Wire Steel,12,9654K819,13.17,47.63
5.5626,0.4064,159.131,0.08,0.65,0.00511811,0.022766489,Music-Wire Steel,12,9654K413,14.37,47.63
5.5626,0.508,109.347,0.2,1.22,0.016535433,0.073553271,Music-Wire Steel,12,9654K32,13.89,47.63
5.5626,0.5842,89.281,0.36,1.8,0.034645669,0.154111615,Music-Wire Steel,12,9654K417,13.66,47.63
6.35,0.381,229.743,0.04,0.47,0.002362205,0.01050761,Music-Wire Steel,12,9654K512,14.86,47.63
6.35,0.508,76.835,0.15,1.07,0.031496063,0.140101468,Music-Wire Steel,12,9654K515,14.14,47.63
6.35,0.5842,104.013,0.27,1.58,0.023228346,0.103324833,Music-Wire Steel,12,9654K518,13.88,47.63
7.1374,0.4064,246.507,0.04,0.51,0.002362205,0.01050761,Music-Wire Steel,12,9654K48,14.86,47.63
7.1374,0.635,105.791,0.3,1.79,0.025590551,0.113832443,Music-Wire Steel,12,9654K52,13.88,47.63
7.9502,0.508,179.705,0.08,0.86,0.005905512,0.026269025,Music-Wire Steel,12,9654K615,14.6,47.63
7.9502,0.5842,139.319,0.16,1.28,0.012204724,0.054289319,Music-Wire Steel,12,9654K618,14.37,47.63
7.9502,0.635,121.285,0.23,1.62,0.018897638,0.084060881,Music-Wire Steel,12,9654K712,14.14,47.63
8.7376,0.635,134.493,0.18,1.48,0.01496063,0.066548197,Music-Wire Steel,12,9654K717,14.37,47.63
8.7376,0.7112,111.887,0.31,2.03,0.026771654,0.119086248,Music-Wire Steel,12,9654K913,14.14,47.63
9.525,0.9906,76.4032,0.98,4.71,0.126771654,0.563908409,Music-Wire Steel,1,9654K592,4.82,47.63
3.048,0.4064,100.838,0.2,1.6,0.027559055,0.122588785,Music-Wire Steel,5,5108N082,10.97,50.80
3.048,0.4572,84.836,0.2,2.2,0.05511811,0.245177569,Music-Wire Steel,5,5108N089,11.4,50.80
3.048,0.508,76.454,0.3,3,0.102362205,0.455329772,Music-Wire Steel,5,5108N101,11.4,50.80
3.048,0.5588,71.628,0.35,3.89,0.169291339,0.753045392,Music-Wire Steel,5,5108N112,10.97,50.80
4.572,0.4572,143.764,0.14,1.55,0.015748031,0.070050734,Music-Wire Steel,5,5108N123,15.67,50.80
4.572,0.508,122.174,0.19,2.08,0.027559055,0.122588785,Music-Wire Steel,5,5108N131,15.67,50.80
4.572,0.5588,103.378,0.2,2.6,0.047244094,0.210152202,Music-Wire Steel,5,5108N14,16.27,50.80
4.572,0.6096,95.504,0.31,3.45,0.070866142,0.315228303,Music-Wire Steel,5,5108N152,15.67,50.80
4.572,0.6604,85.344,0.4,4.2,0.11023622,0.490355139,Music-Wire Steel,5,5108N165,15.97,50.80
4.572,0.7366,77.47,0.52,5.82,0.196850394,0.875634176,Music-Wire Steel,5,5108N173,15.67,50.80
4.572,0.7874,71.882,0.6,6.8,0.295275591,1.313451264,Music-Wire Steel,5,5108N186,16.27,50.80
4.572,0.8636,67.818,0.81,8.97,0.480314961,2.13654739,Music-Wire Steel,5,5108N199,16.27,50.80
4.7752,0.5842,85.09,0.53,2.34,0.053543307,0.238172496,Zinc-Plated Spring-Tempered Steel,12,9654K105,9.67,50.80
6.096,0.4572,219.456,0.11,1.18,0.007874016,0.035025367,Music-Wire Steel,5,5108N205,17.32,50.80
6.096,0.5588,154.178,0.19,2.07,0.019685039,0.087563418,Music-Wire Steel,5,5108N216,17.32,50.80
6.096,0.6604,116.84,0.3,3.3,0.043307087,0.192639519,Music-Wire Steel,5,5108N23,17.32,50.80
6.096,0.7366,102.616,0.4,4.5,0.078740157,0.35025367,Music-Wire Steel,5,5108N242,15.67,50.80
6.096,0.7874,92.71,0.5,5.3,0.114173228,0.507867822,Music-Wire Steel,5,5108N26,17.32,50.80
6.096,0.8636,85.09,0.65,7,0.18503937,0.823096126,Music-Wire Steel,5,5108N278,15.67,50.80
6.096,0.9398,77.216,0.8,8.7,0.299212598,1.330963948,Music-Wire Steel,5,5108N292,15.67,50.80
6.096,1.0414,71.374,1.05,11.65,0.515748031,2.294161542,Music-Wire Steel,5,5108N308,15.67,50.80
6.35,0.7366,92.456,0.67,3.35,0.064566929,0.28720801,Zinc-Plated Spring-Tempered Steel,12,9654K113,10.26,50.80
7.62,0.7874,120.142,0.39,4.39,0.059055118,0.262690253,Music-Wire Steel,5,5108N323,16.27,50.80
7.62,0.9398,95.25,0.65,7.2,0.145669291,0.64796929,Music-Wire Steel,5,5108N331,15.67,50.80
7.62,1.0922,86.36,1,12,0.295275591,1.313451264,Music-Wire Steel,1,8594N111,4.57,50.80
7.62,1.2446,71.882,1.4,15.6,0.669291339,2.977156199,Music-Wire Steel,5,5108N341,15.67,50.80
7.62,1.397,66.04,1.92,21.31,1.267716535,5.639084095,Music-Wire Steel,3,9044K207,5.89,50.80
7.9502,0.7366,114.046,0.44,2.61,0.034645669,0.154111615,Zinc-Plated Spring-Tempered Steel,12,9654K343,12.23,50.80
7.9502,0.889,88.646,0.98,4.65,0.097244094,0.432563283,Zinc-Plated Spring-Tempered Steel,6,9654K185,6.5,50.80
9.1186,0.6604,241.3,0.1,2.4,0.011811024,0.052538051,Music-Wire Steel,1,8594N115,4.45,50.80
9.144,0.7874,147.828,0.33,3.69,0.035433071,0.157614152,Music-Wire Steel,5,5108N366,15.67,50.80
9.144,0.8636,128.524,0.43,4.78,0.05511811,0.245177569,Music-Wire Steel,5,5108N377,15.67,50.80
9.144,0.9398,112.776,0.5,5.9,0.086614173,0.385279038,Music-Wire Steel,5,5108N391,16.27,50.80
9.144,0.9906,106.426,0.63,7.02,0.114173228,0.507867822,Music-Wire Steel,5,5108N405,15.67,50.80
9.144,1.0414,98.806,0.7,7.9,0.149606299,0.665481974,Music-Wire Steel,5,5108N417,15.97,50.80
9.144,1.143,88.646,0.9,10.2,0.244094488,1.085786379,Music-Wire Steel,3,9044K257,5.89,50.80
9.144,1.2446,82.042,1.2,13.2,0.385826772,1.716242985,Music-Wire Steel,5,5108N442,15.97,50.80
9.144,1.397,72.898,1.6,17.6,0.716535433,3.187308402,Music-Wire Steel,5,5108N457,16.73,50.80
9.144,1.4732,70.612,1.89,21.02,0.960629921,4.27309478,Music-Wire Steel,5,5108N471,16.4,50.80
9.525,0.889,106.68,0.64,3.81,0.057086614,0.253933911,Zinc-Plated Spring-Tempered Steel,12,9654K357,12.23,50.80
9.525,1.2192,73.406,2.38,9.53,0.315354331,1.40276595,Zinc-Plated Spring-Tempered Steel,3,9654K365,3.64,50.80
10.668,0.9398,132.842,0.5,5.2,0.059055118,0.262690253,Music-Wire Steel,5,5108N488,16.25,50.80
10.668,1.143,101.854,0.82,9.06,0.161417323,0.718020025,Music-Wire Steel,5,5108N499,16.25,50.80
10.668,1.397,81.788,1.4,15.8,0.464566929,2.066496656,Music-Wire Steel,5,5108N51,16.25,50.80
12.7,0.8636,177.8,0.31,3.49,0.023622047,0.105076101,Music-Wire Steel,5,5108N519,16.4,50.80
12.7,0.9398,170.18,0.4,4.8,0.037401575,0.166370493,Music-Wire Steel,3,9654K474,10.38,50.80
12.7,1.0414,135.382,0.5,5.8,0.059055118,0.262690253,Music-Wire Steel,5,5108N536,16.4,50.80
12.7,1.143,117.094,0.7,7.5,0.102362205,0.455329772,Music-Wire Steel,3,9044K321,6.27,50.80
12.7,1.2446,105.156,0.88,9.75,0.165354331,0.735532708,Music-Wire Steel,5,5108N556,16.98,50.80
12.7,1.397,91.44,1.2,13.1,0.291338583,1.295938581,Music-Wire Steel,3,9044K343,6.53,50.80
12.7,1.6002,80.264,1.7,18.8,0.582677165,2.591877162,Music-Wire Steel,3,9044K369,6.98,50.80
12.7,1.7526,73.406,2.18,24.21,0.972440945,4.325632831,Music-Wire Steel,3,5108N579,17.57,50.80
12.7,1.905,70.866,3,33,1.496062992,6.654819739,Music-Wire Steel,3,9654K484,11.64,50.80
15.875,1.397,111.76,1,12,0.177165354,0.788070759,Music-Wire Steel,1,8594N12,5.51,50.80
15.875,1.6002,96.52,2,17,0.350393701,1.558628834,Music-Wire Steel,1,8594N128,5.56,50.80
15.875,1.7526,88.9,2,23,0.551181102,2.451775693,Music-Wire Steel,1,8594N138,6.93,50.80
16.51,1.397,106.68,0.9,10.1,0.161417323,0.718020025,Music-Wire Steel,3,5108N598,11.07,50.80
16.51,1.397,143.256,1.18,11.25,0.109055118,0.485101334,Music-Wire Steel,1,9044K413,4.99,50.80
16.51,1.6002,114.3,2.1,16.5,0.227165354,1.010481839,Music-Wire Steel,1,9044K418,5.19,50.80
16.51,1.7526,82.804,1.9,19.8,0.559055118,2.486801061,Music-Wire Steel,3,5108N617,15.78,50.80
19.05,1.2446,117.856,0.59,6.61,0.090551181,0.402791721,Music-Wire Steel,3,5108N626,15.07,50.80
19.05,1.2446,212.344,0.49,7,0.04015748,0.178629372,Music-Wire Steel,1,9044K421,4.89,50.80
19.05,1.397,119.38,0.8,9.9,0.133858268,0.59543124,Music-Wire Steel,3,9654K505,11.39,50.80
19.05,1.397,170.688,0.83,9.75,0.074409449,0.330989719,Music-Wire Steel,1,9044K424,5.15,50.80
19.05,1.6002,95.758,1.2,12.8,0.255905512,1.138324429,Music-Wire Steel,3,5108N638,16.38,50.80
19.05,1.905,80.264,1.9,20.7,0.637795276,2.837054731,Music-Wire Steel,3,5108N657,16.75,50.80
19.05,2.159,71.882,2.77,30.82,1.334645669,5.936799715,Music-Wire Steel,3,5108N668,16.93,50.80
19.05,2.413,66.802,3.71,41.21,2.342519685,10.4200467,Music-Wire Steel,2,5108N677,12,50.80
19.05,2.667,63.5,4.95,54.96,3.94488189,17.54770889,Music-Wire Steel,2,5108N688,14.43,50.80
19.05,2.921,61.976,6,73,5.94488189,26.44415212,Music-Wire Steel,3,9654K525,12.12,50.80
19.05,3.175,59.182,7.91,87.94,9.433070866,41.96038973,Music-Wire Steel,2,5108N703,12.8,50.80
21.59,2.159,69.342,2.4,25.9,1.338582677,5.954312398,Music-Wire Steel,2,5108N729,13.85,50.80
3.048,0.4572,98.806,0.2,2.2,0.051181102,0.227664886,Music-Wire Steel,5,5108N09,11.4,57.15
4.572,0.4572,164.084,0.14,1.55,0.011811024,0.052538051,Music-Wire Steel,5,5108N124,15.67,57.15
4.572,0.508,139.192,0.19,2.08,0.023622047,0.105076101,Music-Wire Steel,5,5108N132,15.67,57.15
4.572,0.5588,121.412,0.2,2.6,0.039370079,0.175126835,Music-Wire Steel,5,5108N141,15.67,57.15
4.572,0.6604,98.552,0.4,4.2,0.094488189,0.420304405,Music-Wire Steel,5,5108N166,16.27,57.15
4.572,0.7366,87.884,0.52,5.82,0.173228346,0.770558075,Music-Wire Steel,5,5108N174,16.27,57.15
4.572,0.7874,81.28,0.6,6.8,0.255905512,1.138324429,Music-Wire Steel,5,5108N187,15.67,57.15
4.7752,0.5842,100.584,0.53,2.41,0.043700787,0.194390787,Zinc-Plated Spring-Tempered Steel,12,9654K106,10.08,57.15
6.096,0.5588,177.292,0.19,2.07,0.015748031,0.070050734,Music-Wire Steel,5,5108N217,16.27,57.15
6.096,0.6604,136.652,0.3,3.3,0.039370079,0.175126835,Music-Wire Steel,5,5108N231,15.67,57.15
6.096,0.7874,105.664,0.5,5.3,0.098425197,0.437817088,Music-Wire Steel,5,5108N261,15.67,57.15
6.096,0.8636,96.774,0.65,7,0.161417323,0.718020025,Music-Wire Steel,5,5108N279,16.27,57.15
6.096,0.9398,87.63,0.8,8.7,0.255905512,1.138324429,Music-Wire Steel,5,5108N293,16.27,57.15
6.096,1.0414,80.772,1.05,11.65,0.448818898,1.996445922,Music-Wire Steel,5,5108N309,15.67,57.15
6.35,0.7366,104.14,0.67,3.37,0.057086614,0.253933911,Zinc-Plated Spring-Tempered Steel,12,9654K114,10.26,57.15
7.62,0.7874,138.43,0.39,4.39,0.047244094,0.210152202,Music-Wire Steel,5,5108N324,15.67,57.15
7.62,0.9398,109.22,0.65,7.2,0.125984252,0.560405873,Music-Wire Steel,5,5108N332,15.7,57.15
7.62,1.0922,100.33,1,12,0.255905512,1.138324429,Music-Wire Steel,1,8594N112,4.37,57.15
7.62,1.2446,81.788,1.4,15.6,0.57480315,2.556851795,Music-Wire Steel,5,5108N342,16.27,57.15
7.62,1.397,74.93,1.92,21.31,1.090551181,4.851013336,Music-Wire Steel,3,9044K209,5.89,57.15
7.9502,0.7366,131.064,0.44,2.62,0.029527559,0.131345126,Zinc-Plated Spring-Tempered Steel,12,9654K122,12.82,57.15
7.9502,0.889,100.838,0.98,4.57,0.084645669,0.376522696,Zinc-Plated Spring-Tempered Steel,12,9654K186,12.14,57.15
9.144,0.7874,172.466,0.33,3.69,0.027559055,0.122588785,Music-Wire Steel,5,5108N367,15.67,57.15
9.144,0.8636,149.86,0.43,4.78,0.047244094,0.210152202,Music-Wire Steel,5,5108N378,16.27,57.15
9.144,0.9398,130.556,0.5,5.9,0.070866142,0.315228303,Music-Wire Steel,5,5108N392,15.67,57.15
9.144,0.9906,122.936,0.63,7.02,0.098425197,0.437817088,Music-Wire Steel,5,5108N406,17.32,57.15
9.144,1.0414,114.3,0.7,7.9,0.125984252,0.560405873,Music-Wire Steel,5,5108N418,15.67,57.15
9.144,1.143,101.6,0.9,10.2,0.208661417,0.928172227,Music-Wire Steel,3,9044K259,5.89,57.15
9.144,1.2446,93.98,1.2,13.2,0.326771654,1.453552733,Music-Wire Steel,5,5108N443,15.67,57.15
9.144,1.397,83.312,1.6,17.6,0.61023622,2.714465946,Music-Wire Steel,5,5108N458,17.8,57.15
9.144,1.4732,80.518,1.89,21.02,0.81496063,3.62512549,Music-Wire Steel,5,5108N472,17.03,57.15
9.525,0.889,121.666,0.64,3.8,0.049212598,0.218908544,Zinc-Plated Spring-Tempered Steel,3,9654K193,3.76,57.15
9.525,1.2192,86.36,2.38,9.53,0.24488189,1.089288915,Zinc-Plated Spring-Tempered Steel,3,9654K211,3.76,57.15
10.668,0.9398,156.21,0.5,5.2,0.047244094,0.210152202,Music-Wire Steel,5,5108N489,16.25,57.15
10.668,1.143,118.618,0.82,9.06,0.133858268,0.59543124,Music-Wire Steel,5,5108N5,16.25,57.15
10.668,1.397,94.234,1.4,15.8,0.385826772,1.716242985,Music-Wire Steel,5,5108N511,16.25,57.15
12.7,0.8636,215.392,0.31,3.49,0.019685039,0.087563418,Music-Wire Steel,5,5108N52,15.9,57.15
12.7,0.9398,187.198,0.4,4.4,0.031496063,0.140101468,Music-Wire Steel,5,5108N524,17.03,57.15
12.7,1.0414,160.02,0.5,5.8,0.051181102,0.227664886,Music-Wire Steel,5,5108N537,17.03,57.15
12.7,1.143,139.446,0.7,7.5,0.082677165,0.367766354,Music-Wire Steel,5,5108N548,16.4,57.15
12.7,1.2446,124.206,0.88,9.75,0.133858268,0.59543124,Music-Wire Steel,5,5108N557,16.98,57.15
12.7,1.397,108.966,1.2,13.1,0.24015748,1.068273695,Music-Wire Steel,5,5108N568,16.98,57.15
12.7,1.6002,92.71,1.7,18.8,0.480314961,2.13654739,Music-Wire Steel,3,9044K371,7.55,57.15
12.7,1.7526,84.582,2.18,24.21,0.799212598,3.555074756,Music-Wire Steel,3,5108N58,15.78,57.15
12.7,1.905,79.248,2.75,30.51,1.25984252,5.604058728,Music-Wire Steel,3,5108N589,16.93,57.15
15.875,1.7526,102.87,2,23,0.433070866,1.926395188,Music-Wire Steel,1,8594N139,6.8,57.15
16.51,1.397,130.302,0.9,10.1,0.125984252,0.560405873,Music-Wire Steel,3,5108N599,11.07,57.15
16.51,1.6002,109.728,1.4,14.8,0.251968504,1.120811746,Music-Wire Steel,3,5108N608,12.05,57.15
19.05,1.6002,118.618,1.2,12.8,0.188976378,0.840608809,Music-Wire Steel,3,5108N639,16.38,57.15
19.05,1.6002,157.988,1.54,14.25,0.125984252,0.560405873,Music-Wire Steel,1,9044K428,5.44,57.15
19.05,1.905,97.282,1.9,20.7,0.464566929,2.066496656,Music-Wire Steel,3,5108N658,18.5,57.15
19.05,2.159,86.36,2.77,30.82,0.960629921,4.27309478,Music-Wire Steel,3,5108N669,16.93,57.15
19.05,2.667,74.676,4.95,54.96,2.850393701,12.67918287,Music-Wire Steel,2,5108N689,13.3,57.15
19.05,2.921,71.12,6.27,69.69,4.547244094,20.22714947,Music-Wire Steel,2,5108N697,12.7,57.15
19.05,3.175,68.58,7.91,87.94,7.07480315,31.47029229,Music-Wire Steel,2,5108N704,12.8,57.15
21.59,2.159,89.408,2.4,25.9,0.755905512,3.362435237,Music-Wire Steel,2,5108N73,13.32,57.15
6.35,0.889,137.4902,1.46,4.11,0.168503937,0.749542855,Zinc-Plated Spring-Tempered Steel,6,9654K612,9.99,58.75
3.048,0.5588,89.916,0.35,3.89,0.133858268,0.59543124,Music-Wire Steel,5,5108N114,10.97,63.50
3.5814,0.4064,118.618,0.21,0.99,0.014173228,0.063045661,Music-Wire Steel,12,9654K13,13.73,63.50
3.9624,0.508,101.854,0.4,1.67,0.033070866,0.147106542,Music-Wire Steel,12,9654K812,13.88,63.50
4.572,0.4572,184.658,0.14,1.55,0.011811024,0.052538051,Music-Wire Steel,5,5108N125,15.67,63.50
4.572,0.508,156.464,0.19,2.08,0.019685039,0.087563418,Music-Wire Steel,5,5108N133,17.32,63.50
4.572,0.6096,121.412,0.31,3.45,0.05511811,0.245177569,Music-Wire Steel,5,5108N154,15.67,63.50
4.572,0.6604,110.236,0.4,4.2,0.082677165,0.367766354,Music-Wire Steel,5,5108N167,15.97,63.50
4.572,0.7874,92.202,0.6,6.8,0.220472441,0.980710277,Music-Wire Steel,5,5108N188,17.32,63.50
4.7752,0.381,203.2,0.08,0.63,0.003937008,0.017512684,Music-Wire Steel,12,9654K814,15.35,63.50
4.7752,0.5842,112.522,0.53,2.39,0.038188976,0.16987303,Zinc-Plated Spring-Tempered Steel,12,9654K107,10.32,63.50
4.7752,0.635,94.996,0.68,2.62,0.061811024,0.274949131,Music-Wire Steel,12,9654K411,13.89,63.50
5.5626,0.4064,224.282,0.08,0.65,0.003543307,0.015761415,Music-Wire Steel,12,9654K415,15.57,63.50
5.5626,0.5842,123.444,0.36,1.8,0.024015748,0.10682737,Music-Wire Steel,12,9654K418,14.61,63.50
6.096,0.4572,287.782,0.11,1.18,0.003937008,0.017512684,Music-Wire Steel,5,5108N206,15.67,63.50
6.096,0.5588,200.406,0.19,2.07,0.011811024,0.052538051,Music-Wire Steel,5,5108N218,16.27,63.50
6.096,0.7366,131.826,0.4,4.5,0.059055118,0.262690253,Music-Wire Steel,5,5108N244,15.67,63.50
6.096,0.7874,118.364,0.5,5.3,0.086614173,0.385279038,Music-Wire Steel,5,5108N262,16.27,63.50
6.096,0.8636,108.458,0.65,7,0.141732283,0.630456607,Music-Wire Steel,5,5108N28,15.67,63.50
6.096,0.9398,97.79,0.8,8.7,0.228346457,1.015735644,Music-Wire Steel,5,5108N294,15.67,63.50
6.096,1.0414,90.424,1.05,11.65,0.393700787,1.751268352,Music-Wire Steel,5,5108N31,15.67,63.50
6.35,0.381,336.55,0.04,0.47,0.001574803,0.007005073,Music-Wire Steel,12,9654K513,16.29,63.50
6.35,0.508,186.436,0.15,1.07,0.007480315,0.033274099,Music-Wire Steel,12,9654K516,15.35,63.50
6.35,0.5842,146.812,0.27,1.58,0.015748031,0.070050734,Music-Wire Steel,12,9654K519,14.86,63.50
6.35,0.7366,117.602,0.67,3.36,0.05,0.222411081,Zinc-Plated Spring-Tempered Steel,12,9654K115,11.51,63.50
7.1374,0.4064,361.95,0.04,0.51,0.001574803,0.007005073,Music-Wire Steel,12,9654K49,16.55,63.50
7.1374,0.635,149.606,0.3,1.79,0.017322835,0.077055808,Music-Wire Steel,12,9654K53,15.09,63.50
7.62,0.7874,156.718,0.39,4.39,0.043307087,0.192639519,Music-Wire Steel,5,5108N325,15.67,63.50
7.62,0.9398,123.19,0.65,7.2,0.11023622,0.490355139,Music-Wire Steel,5,5108N333,16.27,63.50
7.62,1.2446,91.694,1.4,15.6,0.503937008,2.241623491,Music-Wire Steel,5,5108N343,15.67,63.50
7.62,1.397,83.82,1.92,21.31,0.956692913,4.255582097,Music-Wire Steel,3,9044K211,5.89,63.50
7.9502,0.508,261.62,0.08,0.86,0.003937008,0.017512684,Music-Wire Steel,12,9654K616,16.06,63.50
7.9502,0.5842,198.882,0.16,1.28,0.008267717,0.036776635,Music-Wire Steel,12,9654K619,15.57,63.50
7.9502,0.635,173.736,0.23,1.62,0.012598425,0.056040587,Music-Wire Steel,12,9654K713,15.35,63.50
7.9502,0.7366,150.368,0.44,2.61,0.02519685,0.112081175,Zinc-Plated Spring-Tempered Steel,12,9654K123,13.19,63.50
7.9502,0.889,115.062,0.98,4.67,0.072047244,0.320482109,Zinc-Plated Spring-Tempered Steel,12,9654K187,12.5,63.50
8.7376,0.635,201.168,0.18,1.48,0.009448819,0.04203044,Music-Wire Steel,12,9654K718,15.8,63.50
8.7376,0.7112,162.814,0.31,2,0.017322835,0.077055808,Music-Wire Steel,12,9654K69,15.34,63.50
9.144,0.8636,170.18,0.43,4.78,0.039370079,0.175126835,Music-Wire Steel,5,5108N379,15.67,63.50
9.144,0.9398,147.574,0.5,5.9,0.062992126,0.280202936,Music-Wire Steel,5,5108N393,15.67,63.50
9.144,0.9906,139.7,0.63,7.02,0.082677165,0.367766354,Music-Wire Steel,5,5108N407,15.67,63.50
9.144,1.0414,129.032,0.7,7.9,0.106299213,0.472842455,Music-Wire Steel,5,5108N419,15.67,63.50
9.144,1.143,114.554,0.9,10.2,0.181102362,0.805583442,Music-Wire Steel,5,5108N429,15.67,63.50
9.144,1.2446,105.918,1.2,13.2,0.283464567,1.260913214,Music-Wire Steel,5,5108N444,15.67,63.50
9.144,1.4732,90.424,1.89,21.02,0.708661417,3.152283034,Music-Wire Steel,5,5108N473,16.4,63.50
9.525,0.889,140.208,0.64,3.81,0.041338583,0.183883177,Zinc-Plated Spring-Tempered Steel,3,9654K194,3.67,63.50
9.525,1.2192,96.012,2.38,9.53,0.219685039,0.977207741,Zinc-Plated Spring-Tempered Steel,6,9654K212,7.03,63.50
10.668,0.9398,179.578,0.5,5.2,0.039370079,0.175126835,Music-Wire Steel,5,5108N49,16.25,63.50
10.668,1.143,135.382,0.82,9.06,0.114173228,0.507867822,Music-Wire Steel,5,5108N501,16.87,63.50
10.668,1.397,106.934,1.4,15.8,0.330708661,1.471065416,Music-Wire Steel,5,5108N512,16.25,63.50
11.0998,1.397,91.694,2.76,12.08,0.331889764,1.476319221,Zinc-Plated Spring-Tempered Steel,1,9654K901,3.07,63.50
11.1252,1.2192,106.68,1.65,8,0.147637795,0.656725632,Zinc-Plated Spring-Tempered Steel,6,9654K215,7.78,63.50
12.7,0.9398,216.916,0.4,4.4,0.027559055,0.122588785,Music-Wire Steel,5,5108N525,16.4,63.50
12.7,1.143,161.544,0.7,7.5,0.070866142,0.315228303,Music-Wire Steel,5,5108N549,16.4,63.50
12.7,1.2446,143.256,0.88,9.75,0.11023622,0.490355139,Music-Wire Steel,5,5108N558,16.98,63.50
12.7,1.397,100.33,2.1,10.61,0.230314961,1.024491986,Zinc-Plated Spring-Tempered Steel,1,9654K908,3.18,63.50
12.7,1.397,122.428,1.2,13.1,0.200787402,0.89314686,Music-Wire Steel,3,9044K347,6.53,63.50
12.7,1.6002,104.648,1.7,18.8,0.409448819,1.821319087,Music-Wire Steel,3,9044K373,7.55,63.50
12.7,1.7526,95.758,2.18,24.21,0.681102362,3.02969425,Music-Wire Steel,3,5108N581,15.78,63.50
12.7,1.905,89.662,2.75,30.51,1.059055118,4.710911868,Music-Wire Steel,3,5108N59,16.93,63.50
15.875,1.397,157.48,1,12,0.114173228,0.507867822,Music-Wire Steel,1,8594N122,5.42,63.50
15.875,1.6002,132.08,2,17,0.228346457,1.015735644,Music-Wire Steel,1,8594N13,5.56,63.50
15.875,1.7526,119.38,2,23,0.37007874,1.646192251,Music-Wire Steel,1,8594N14,6.8,63.50
16.51,1.397,193.04,1.18,11.25,0.077559055,0.344999865,Music-Wire Steel,1,9044K415,5.14,63.50
16.51,1.6002,152.908,2.1,16.5,0.161023622,0.716268756,Music-Wire Steel,1,9044K431,5.48,63.50
16.51,1.7526,115.57,1.9,19.8,0.346456693,1.54111615,Music-Wire Steel,3,5108N619,15.78,63.50
19.05,1.397,235.712,0.83,9.75,0.051574803,0.229416154,Music-Wire Steel,1,9044K426,5.51,63.50
19.05,1.6002,141.224,1.2,12.8,0.145669291,0.64796929,Music-Wire Steel,3,5108N64,15.78,63.50
19.05,1.6002,182.88,1.54,14.25,0.106692913,0.474593724,Music-Wire Steel,1,9044K429,5.78,63.50
19.05,1.7526,124.206,1.55,17.26,0.25984252,1.155837113,Music-Wire Steel,3,5108N65,17.55,63.50
19.05,1.905,114.554,1.9,20.7,0.366141732,1.628679568,Music-Wire Steel,3,5108N659,16.75,63.50
19.05,2.159,100.838,2.77,30.82,0.748031496,3.32740987,Music-Wire Steel,3,5108N67,18.27,63.50
19.05,2.413,91.948,3.71,41.21,1.311023622,5.831723614,Music-Wire Steel,2,5108N679,12,63.50
19.05,2.667,85.852,4.95,54.96,2.228346457,9.912178875,Music-Wire Steel,2,5108N69,13.05,63.50
19.05,2.921,81.534,6.27,69.69,3.515748031,15.63882639,Music-Wire Steel,2,5108N698,13.2,63.50
19.05,3.175,77.724,7.91,87.94,5.661417323,25.18323891,Music-Wire Steel,2,5108N705,13.3,63.50
25.4,1.6002,150.114,0.9,9.7,0.102362205,0.455329772,Music-Wire Steel,3,5108N741,17.45,63.50
25.4,2.159,101.854,2,22.2,0.55511811,2.469288377,Music-Wire Steel,2,5108N752,14.03,63.50
25.4,2.667,91.44,4,46,1.535433071,6.829946575,Music-Wire Steel,3,9654K579,12.12,63.50
25.4,3.429,78.994,8,89,5.275590551,23.46699592,Music-Wire Steel,1,9654K587,7.55,63.50
25.4,3.7592,76.708,10,114,7.992125984,35.55074756,Music-Wire Steel,1,9654K599,8.1,63.50
4.572,0.7874,101.854,0.6,6.8,0.200787402,0.89314686,Music-Wire Steel,5,5108N189,15.27,69.85
4.572,0.8636,94.234,0.81,8.97,0.334645669,1.4885781,Music-Wire Steel,5,5108N202,16.27,69.85
6.096,0.4572,321.818,0.11,1.18,0.003937008,0.017512684,Music-Wire Steel,5,5108N207,15.85,69.85
6.096,0.5588,223.52,0.19,2.07,0.011811024,0.052538051,Music-Wire Steel,5,5108N219,15.67,69.85
6.096,0.6604,171.196,0.3,3.3,0.031496063,0.140101468,Music-Wire Steel,5,5108N233,16.27,69.85
6.096,0.7366,146.558,0.4,4.5,0.05511811,0.245177569,Music-Wire Steel,5,5108N245,16.27,69.85
6.096,0.7874,134.366,0.5,5.3,0.07480315,0.332740987,Music-Wire Steel,5,5108N263,15.67,69.85
6.096,0.8636,120.396,0.65,7,0.125984252,0.560405873,Music-Wire Steel,5,5108N281,15.67,69.85
6.096,0.9398,108.458,0.8,8.7,0.204724409,0.910659543,Music-Wire Steel,5,5108N295,16.27,69.85
6.096,1.0414,100.076,1.05,11.65,0.350393701,1.558628834,Music-Wire Steel,5,5108N311,15.67,69.85
